DATE;PARCELLE;CARRE;NUMERO;NOM VERNACULAIRE;GENRE;ESPECE;HAUTEUR;DBH;PLACEAU
04/04/2018;1 OUEST;113;1a;Ingoka;Thomondersia;hensii;4;5;2
04/04/2018;1 OUEST;113;1b;Ingoka;Thomondersia;hensii;3;3,4;2
04/04/2018;1 OUEST;113;2;Etua;Tabernaemonthana;penduliflora;3,1;3,7;2
04/04/2018;1 OUEST;113;3;Mosseke;Cleistanthus;caudatus;2,5;1,2;2
04/04/2018;1 OUEST;113;4;Etua;Tabernaemonthana;penduliflora;3,5;4,2;2
04/04/2018;1 OUEST;113;5;Ebene;Diospyros;bipindensis;3;1,7;2
04/04/2018;1 OUEST;113;6;Mokula;Microdesmis;puberula;2,5;2,8;2
04/04/2018;1 OUEST;113;7;Mokula;Microdesmis;puberula;2,5;2,4;2
04/04/2018;1 OUEST;113;8;Chytranthus;Chytranthus;macrobotrys;4;5,1;2
04/04/2018;1 OUEST;113;9;Moungamba;Dichostemma;glaucescens;4,5;6,4;2
04/04/2018;1 OUEST;113;10;Moungamba;Dichostemma;glaucescens;3,5;3,2;2
04/04/2018;1 OUEST;113;11;Mengama;Myrianthus;arboreus;3;1,1;2
04/04/2018;1 OUEST;113;12a;Ebene;Diospyros;bipindensis;2,5;2,1;2
04/04/2018;1 OUEST;113;12b;Ebene;Diospyros;bipindensis;2,6;1,1;2
04/04/2018;1 OUEST;113;13;Mokula;Microdesmis;puberula;2,5;1,2;2
04/04/2018;1 OUEST;113;14a;Mokula;Microdesmis;puberula;2,5;1,8;2
04/04/2018;1 OUEST;113;14b;Mokula;Microdesmis;puberula;2;1,6;2
04/04/2018;1 OUEST;113;15;Ebene;Diospyros;bipindensis;3,3;4,7;2
04/04/2018;1 OUEST;113;16;Bosse fonce;Leplaea;thompsonii;2,5;2,6;2
04/04/2018;1 OUEST;113;17a;Mokula;Microdesmis;puberula;3;3;2
04/04/2018;1 OUEST;113;17b;Mokula;Microdesmis;puberula;2,4;1,8;2
04/04/2018;1 OUEST;113;17c;Mokula;Microdesmis;puberula;3;1,8;2
04/04/2018;1 OUEST;113;17d;Mokula;Microdesmis;puberula;2,5;1,2;2
04/04/2018;1 OUEST;113;18;Pancovia;Pancovia;laurentii;3,5;2,7;2
04/04/2018;1 OUEST;113;19;Ebene;Diospyros;bipindensis;3,5;3,2;2
04/04/2018;1 OUEST;113;20;Ingoka;Thomondersia;hensii;4;4;2
04/04/2018;1 OUEST;113;21;Lati;Amphimas;pterocarpoides;3,6;5,3;2
04/04/2018;1 OUEST;113;22;Kotibe;Nesogordonia;kabingaensis;3,5;1;2
04/04/2018;1 OUEST;113;23;Drypetes;Drypetes;paxii;4,5;5,7;2
04/04/2018;1 OUEST;113;24;Chytranthus;Chytranthus;mortehanii;3,5;3,8;2
04/04/2018;1 OUEST;113;25a;Mokula;Microdesmis;puberula;2;1,6;2
04/04/2018;1 OUEST;113;25b;Mokula;Microdesmis;puberula;2,1;1;2
04/04/2018;1 OUEST;113;26;Mokula;Microdesmis;puberula;2,5;1,3;2
04/04/2018;1 OUEST;113;27a;Mokula;Microdesmis;puberula;4;3,2;2
04/04/2018;1 OUEST;113;27b;Mokula;Microdesmis;puberula;2,5;2,9;2
04/04/2018;1 OUEST;113;27c;Mokula;Microdesmis;puberula;3;1,9;2
04/04/2018;1 OUEST;113;27d;Mokula;Microdesmis;puberula;2,6;1,3;2
04/04/2018;1 OUEST;113;28;Moungamba;Dichostemma;glaucescens;7;9,5;2
04/04/2018;1 OUEST;113;29;Mokula;Microdesmis;puberula;2,2;2,7;2
04/04/2018;1 OUEST;113;30;Niove;Staudtia;Kamerunensis var. gabonensis;3;1,3;2
