DATE;PARCELLE;CARRE;NUMERO;NOM VERNACULAIRE;GENRE;ESPECE;HAUTEUR;DBH;PLACEAU
10/04/2018;2 OUEST;197;1;Essandja;Rinorea;cf welwitschii;4,6;8,2;3
10/04/2018;2 OUEST;197;2;Drypetes;Drypetes;capillipes;2,4;1,2;3
10/04/2018;2 OUEST;197;3;Essandja;Rinorea;cf welwitschii;3,5;2,1;3
10/04/2018;2 OUEST;197;4;Pancovia;Pancovia;laurentii;3,4;2,1;3
10/04/2018;2 OUEST;197;5;Etua;Tabernaemonthana;penduliflora;4,7;3,6;3
10/04/2018;2 OUEST;197;6;Essandja;Rinorea;cf welwitschii;2,6;1,6;3
10/04/2018;2 OUEST;197;7a;Ingoka;Thomondersia;hensii;2,5;2,5;3
10/04/2018;2 OUEST;197;7b;Ingoka;Thomondersia;hensii;3,5;2;3
10/04/2018;2 OUEST;197;7c;Ingoka;Thomondersia;hensii;3;1,5;3
10/04/2018;2 OUEST;197;8;Niove;Staudtia;kamerunensis var. gabonensis;4,5;3,5;3
10/04/2018;2 OUEST;197;9;Drypetes;Drypetes;capillipes;2,5;2,5;3
10/04/2018;2 OUEST;197;10;Moungamba;Dichostemma;glaucescens;4,2;6;3
10/04/2018;2 OUEST;197;11;Essandja;Rinorea;cf welwitschii;4;4,8;3
10/04/2018;2 OUEST;197;12;Scottellia;Scottellia;klaineana;5,6;7,7;3
10/04/2018;2 OUEST;197;13;Molindo;Massularia;acuminata;3,6;3,2;3
10/04/2018;2 OUEST;197;14;Ebene;Diospyros;bipindensis;3;2;3
10/04/2018;2 OUEST;197;15a;Mokula;Microdesmis;puberula;3;1,6;3
10/04/2018;2 OUEST;197;15b;Mokula;Microdesmis;puberula;1,6;1,5;3
10/04/2018;2 OUEST;197;15c;Mokula;Microdesmis;puberula;2,6;1,1;3
10/04/2018;2 OUEST;197;16;Essandja mbongo;Rinorea;oblongifolia;3,5;4,1;3
10/04/2018;2 OUEST;197;17a;Ingoka;Thomondersia;hensii;3;2,4;3
10/04/2018;2 OUEST;197;17b;Ingoka;Thomondersia;hensii;3,1;1,2;3
10/04/2018;2 OUEST;197;18;Ingoka;Thomondersia;hensii;4;2;3
10/04/2018;2 OUEST;197;19;Ebene;Diospyros;bipindensis;3,9;3;3
10/04/2018;2 OUEST;197;20;Diania;Celtis;tessmannii;4,8;3,5;3
10/04/2018;2 OUEST;197;21;Moungamba;Dichostemma;glaucescens;3,2;1,3;3
10/04/2018;2 OUEST;197;22;Ebene;Diospyros;bipindensis;3,4;4,3;3
10/04/2018;2 OUEST;197;23;Ebene;Diospyros;iturensis;2,8;1,2;3
10/04/2018;2 OUEST;197;24;Motunga;Polyalthia;suaveolens;3;1,4;3
10/04/2018;2 OUEST;197;25;Ingoka;Thomondersia;hensii;2,7;1,7;3
10/04/2018;2 OUEST;197;26;Mossebe;Hunteria;ballayi;2,2;2,3;3
10/04/2018;2 OUEST;197;27;Essandja;Rinorea;cf welwitschii;1,8;1,3;3
10/04/2018;2 OUEST;197;28;Moungamba;Dichostemma;glaucescens;4,8;7,7;3
10/04/2018;2 OUEST;197;29;Essandja;Rinorea;cf welwitschii;2,6;2;3
10/04/2018;2 OUEST;197;30;Moungamba;Dichostemma;glaucescens;3;1,7;3
10/04/2018;2 OUEST;197;31;Ingoka;Thomondersia;hensii;4;6,6;3
10/04/2018;2 OUEST;197;32;Moungamba;Dichostemma;glaucescens;3,1;4,1;3
10/04/2018;2 OUEST;197;33;Essandja;Rinorea;cf welwitschii;2,8;2,8;3
10/04/2018;2 OUEST;197;34;Essandja;Rinorea;cf welwitschii;2;1,2;3
10/04/2018;2 OUEST;197;35a;Ingoka;Thomondersia;hensii;4;4,3;3
10/04/2018;2 OUEST;197;35b;Ingoka;Thomondersia;hensii;3,7;2,6;3
10/04/2018;2 OUEST;197;35c;Ingoka;Thomondersia;hensii;2,5;1,3;3
10/04/2018;2 OUEST;197;35d;Ingoka;Thomondersia;hensii;1,9;1;3
10/04/2018;2 OUEST;197;36a;Essandja;Rinorea;cf welwitschii;2,5;2,1;3
10/04/2018;2 OUEST;197;36b;Essandja;Rinorea;cf welwitschii;2,7;1,2;3
10/04/2018;2 OUEST;197;37;Scottellia;Scottellia;klaineana;2,7;1,4;3
10/04/2018;2 OUEST;197;38;Padouk;Pterocarpus;soyauxii;3,5;1,8;3
10/04/2018;2 OUEST;197;39;Ebene;Dichostemma;iturensis;1,5;1;3
10/04/2018;2 OUEST;197;40;Nsangoma;Allamblackia;floribunda;6;5,4;3
10/04/2018;2 OUEST;197;41;Drypetes;Drypetes;occidentalis;3,3;1,7;3
10/04/2018;2 OUEST;197;42;Mossebe;Hunteria;ballayi;1,6;1,8;3
10/04/2018;2 OUEST;197;43a;Niola;Tetrorcludium;didymostenon;5,6;5;3
10/04/2018;2 OUEST;197;43b;Niola;Tetrorcludium;didymostenon;4,7;4,6;3
10/04/2018;2 OUEST;197;44;Moungamba;Dichostemma;glaucescens;3,1;1,2;3
10/04/2018;2 OUEST;197;45;Drypetes;Drypetes;ituriensis;2,8;1,2;3
10/04/2018;2 OUEST;197;46;Essandja;Dichostemma;glaucescens;2;2,7;3
10/04/2018;2 OUEST;197;47;Ebene;Diospyros;bipindensis;3;2,3;3
10/04/2018;2 OUEST;197;48;Cola;Cola;lateritia;2,5;1,2;3
10/04/2018;2 OUEST;197;49a;Etua;Tabernaemonthana;penduliflora;2;1,1;3
10/04/2018;2 OUEST;197;49b;Etua;Tabernaemonthana;penduliflora;2,5;1,1;3
10/04/2018;2 OUEST;197;50;;Oncoba;mannii;3;1,3;3
10/04/2018;2 OUEST;197;51;Moungamba;Dichostemma;glaucescens;2,8;2,8;3
10/04/2018;2 OUEST;197;52;Pancovia;Pancovia;laurentii;3,8;2,5;3
10/04/2018;2 OUEST;197;53;Garcinia;Garcinia;smeathmannii;2;1,2;3
10/04/2018;2 OUEST;197;54;;Cuviera;letestri;4,3;4,4;3
10/04/2018;2 OUEST;197;55;;Leptactina;arnoldiana;4,5;3,4;3
10/04/2018;2 OUEST;197;56;Essandja;Rinorea;cf welwitschii;2,7;1,6;3
10/04/2018;2 OUEST;197;57;Ebene;Diospyros;iturensis;2,7;1;3
10/04/2018;2 OUEST;197;58;Molindo;Massularia;acuminata;3;4,3;3
10/04/2018;2 OUEST;197;59;Moungamba;Dichostemma;glaucescens;7;8;3
10/04/2018;2 OUEST;197;60;Synsepalum;Synsepalum;longecuneatum;2,8;3,8;3
10/04/2018;2 OUEST;197;61;Drypetes;Drypetes;occidentalis;2,6;1,2;3
10/04/2018;2 OUEST;197;62;Moungamba;Dichostemma;glaucescens;3,9;4,4;3
10/04/2018;2 OUEST;197;63;;Isolana;pilosa;3,5;2,3;3
10/04/2018;2 OUEST;197;64;Moungamba;Dichostemma;glaucescens;4;4,3;3
10/04/2018;2 OUEST;197;65;;Tricalysia;sp2;3;1,7;3
10/04/2018;2 OUEST;197;66;Ingoka;Thomondersia;hensii;5;4,5;3
10/04/2018;2 OUEST;197;67;Garcinia;Garcinia;punctata;2,7;1,3;3
10/04/2018;2 OUEST;197;68;Ebene;Diospyros;iturensis;2,9;1,4;3
10/04/2018;2 OUEST;197;69;Ebene;Diospyros;iturensis;5;3,6;3
10/04/2018;2 OUEST;197;70;Pancovia;Pancovia;harmsiana;2;1,1;3
10/04/2018;2 OUEST;197;71a;Drypetes;Drypetes;capillipes;3,2;2,7;3
10/04/2018;2 OUEST;197;71b;Drypetes;Drypetes;capillipes;2,6;2,4;3
10/04/2018;2 OUEST;197;72;Chytranthus;Chytranthus;mortehanii;2,5;1;3
10/04/2018;2 OUEST;197;73;Padouk;Pterocarpus;soyauxii;4;3,6;3
10/04/2018;2 OUEST;197;74;Ebene;Diospyros;bipindensis;3,2;2,9;3
10/04/2018;2 OUEST;197;75;Ingoka;Thomondersia;hensii;3,6;4,4;3
10/04/2018;2 OUEST;197;76;Pancovia;Pancovia;harmsiana;2,8;3,6;3
10/04/2018;2 OUEST;197;77a;Mokula;Microdesmis;puberula;3;2,4;3
10/04/2018;2 OUEST;197;77b;Mokula;Microdesmis;puberula;2,6;1,1;3
10/04/2018;2 OUEST;197;78a;Ebene;Diospyros;bipindensis;3,5;1,9;3
10/04/2018;2 OUEST;197;78b;Ebene;Diospyros;bipindensis;2,5;1,1;3
10/04/2018;2 OUEST;197;79;Crabwood;Carapa;procera;9;8,3;3
10/04/2018;2 OUEST;197;80;Moungamba;Dichostemma;glaucescens;2,6;2,4;3
10/04/2018;2 OUEST;197;81;Ebene;Diospyros;bipindensis;3,6;2,4;3
10/04/2018;2 OUEST;197;82;Baku;Ritchiea;aprevaliana;2,3;1,5;3
10/04/2018;2 OUEST;197;83;Afina;Strombosia;pustulata;5;4;3
10/04/2018;2 OUEST;197;84;Essandja mbongo;Rinorea;oblongifolia;3,5;2,7;3
10/04/2018;2 OUEST;197;85;Pancovia;Pancovia;harmsiana;4;2,3;3
10/04/2018;2 OUEST;197;86;Drypetes;Drypetes;capillipes;2,8;1,4;3
10/04/2018;2 OUEST;197;87;Ebene;Diospyros;bipindensis;3,1;1,6;3
10/04/2018;2 OUEST;197;88;Ebene;Diospyros;iturensis;2,6;1,4;3
10/04/2018;2 OUEST;197;89a;Ingoka;Thomondersia;hensii;4,1;3,3;3
10/04/2018;2 OUEST;197;89b;Ingoka;Thomondersia;hensii;3,2;2,7;3
10/04/2018;2 OUEST;197;90;Pancovia;Pancovia;harmsiana;3,5;1,8;3
10/04/2018;2 OUEST;197;91;Payo;Irvingia;excelsa;8,1;1,9;3
10/04/2018;2 OUEST;197;92;Mossebe;Hunteria;ballayi;2,6;2,4;3
10/04/2018;2 OUEST;197;93;Scottellia;Scottellia;klaineana;4;4;3
10/04/2018;2 OUEST;197;94;Mossebe;Hunteria;ballayi;3,3;2,3;3
10/04/2018;2 OUEST;197;95;Essandja;Rinorea;cf welwitschii;2,5;1,3;3
10/04/2018;2 OUEST;197;96;Ebene;Diospyros;bipindensis;3;1,2;3
10/04/2018;2 OUEST;197;97;Essandja;Rinorea;cf welwitschii;2,4;1,1;3
10/04/2018;2 OUEST;197;98;Drypetes;Drypetes;leonensis;2,5;1;3
10/04/2018;2 OUEST;197;99a;Trichilia;Trichilia;rubescens;4,5;4,9;3
