DATE;PARCELLE;CARRE;NUMERO;NOM VERNACULAIRE;GENRE;ESPECE;HAUTEUR;DBH;PLACEAU
12/03/2018;2 EST;305;1;Moungamba;Dichostemma;glaucescens;3,6;1,8;4
12/03/2018;2 EST;305;2;Essandja;Rinorea;cf welwitschii;2;2,8;4
12/03/2018;2 EST;305;3;Trichilia;Trichilia;dregiana;4,1;1,6;4
12/03/2018;2 EST;305;4;Ebene;Diospyros;bipindensis;3,5;3,4;4
12/03/2018;2 EST;305;5;Ingoka;Thomondersia;hensii;3,5;4,6;4
12/03/2018;2 EST;305;6;Garcinia;Garcinia;punctata;4;2,1;4
12/03/2018;2 EST;305;7;Trichilia;Trichilia;dregiana;4;2,9;4
12/03/2018;2 EST;305;8;Parassolier;Musanga;cecropioides;3,5;3,1;4
12/03/2018;2 EST;305;9;Owong;Dialium;pachyphyllum;4,6;3,1;4
12/03/2018;2 EST;305;10;Longhi bouk;Chrysophyllum;boukokoensis;3,5;1,8;4
12/03/2018;2 EST;305;11;Mokula;Microdesmis;puberula;3,5;5,2;4
12/03/2018;2 EST;305;12;Toko;Blighia;welwitschii;5,3;6,3;4
12/03/2018;2 EST;305;13;Essandja;Rinorea;cf welwitschii;2,5;3;4
12/03/2018;2 EST;305;14;Essandja;Rinorea;cf welwitschii;1,9;1,4;4
12/03/2018;2 EST;305;15;Essandja;Rinorea;cf welwitschii;2;2,6;4
12/03/2018;2 EST;305;16;Mubala;pentaclethra;macrophylla;4,9;3,4;4
12/03/2018;2 EST;305;17;Ingoka;Thomondersia;hensii;2;1,2;4
12/03/2018;2 EST;305;18;Epissa;Grossera;macrantha;3,5;4,4;4
12/03/2018;2 EST;305;19;Bosse fonce;Leplaea;thompsonii;4;6,2;4
12/03/2018;2 EST;305;20;Ingoka;Thomondersia;hensii;4,5;4,3;4
12/03/2018;2 EST;305;21;Dabema;Piptadeniastrum;africanum;4,9;4,8;4
12/03/2018;2 EST;305;22;Dapango;Lepidobostrys;staudii;4,5;4,3;4
12/03/2018;2 EST;305;23;Moungamba;Dichostemma;glaucescens;3;1,7;4
12/03/2018;2 EST;305;24;Essandja;Rinorea;cf welwitschii;4,5;2,8;4
12/03/2018;2 EST;305;25;Moungamba;Dichostemma;glaucescens;9,5;9,1;4
12/03/2018;2 EST;305;26;Essandja;Rinorea;cf welwitschii;2;1,8;4
12/03/2018;2 EST;305;27;Drypetes;Drypetes;diopa;4;4,8;4
12/03/2018;2 EST;305;28;Essandja;Rinorea;cf welwitschii;3,5;2,3;4
12/03/2018;2 EST;305;29a;Mokula;Microdesmis;puberula;3,5;3,1;4
12/03/2018;2 EST;305;29b;Mokula;Microdesmis;puberula;3;1,6;4
12/03/2018;2 EST;305;29c;Mokula;Microdesmis;puberula;2;1;4
12/03/2018;2 EST;305;30;Motunga;Polyathia;suaveolens;2,8;2,5;4
12/03/2018;2 EST;305;31;Owong;Dialium;pachyphyllum;5,2;3,8;4
12/03/2018;2 EST;305;32;Manilkara;Manilkara;mabokeensis;6;8,4;4
12/03/2018;2 EST;305;33;Garcinia;Garcinia;punctata;3;3,3;4
12/03/2018;2 EST;305;34;Bosse fonce;Leplaea;thompsonii;4;2,3;4
12/03/2018;2 EST;305;35;Mosseke;Cleistanthus;caudatus;3,5;2;4
12/03/2018;2 EST;305;36;Essandja;Rinorea;cf welwitschii;3;2,5;4
12/03/2018;2 EST;305;37a;Ingoka;Thomondersia;hensii;4;3,6;4
12/03/2018;2 EST;305;37b;Ingoka;Thomondersia;hensii;3;2,3;4
12/03/2018;2 EST;305;38;Baku;Ritchiea;aprevaliana;2,5;1,7;4
12/03/2018;2 EST;305;39;Etua;Tabernaemonthana;penduliflora;3,5;3;4
12/03/2018;2 EST;305;40;Mokula;Microdesmis;puberula;3,5;3,1;4
12/03/2018;2 EST;305;41;Essandja;Rinorea;cf welwitschii;2,5;1,3;4
12/03/2018;2 EST;305;42a;Ingoka;Thomondersia;hensii;4,9;3,2;4
12/03/2018;2 EST;305;42b;Ingoka;Thomondersia;hensii;4,9;3;4
12/03/2018;2 EST;305;42c;Ingoka;Thomondersia;hensii;4,9;3;4
12/03/2018;2 EST;305;42d;Ingoka;Thomondersia;hensii;4,9;2,2;4
12/03/2018;2 EST;305;43;Essandja;Rinorea;cf welwitschii;2;1,2;4
12/03/2018;2 EST;305;44a;Pancovia;Pancovia;laurentii;5;5,6;4
12/03/2018;2 EST;305;44b;Pancovia;Pancovia;laurentii;5;3,9;4
12/03/2018;2 EST;305;45a;Pancovia;Pancovia;laurentii;3;3,3;4
12/03/2018;2 EST;305;45b;Pancovia;Pancovia;laurentii;3;2,2;4
12/03/2018;2 EST;305;45c;Pancovia;Pancovia;laurentii;3;1,3;4
12/03/2018;2 EST;305;46;Nom ozek;Quassia;silvestris;3;6,8;4
12/03/2018;2 EST;305;47;Manilkara;Manilkara;mabokeensis;2;1,7;4
12/03/2018;2 EST;305;48a;Ingoka;Thomondersia;hensii;3,3;5,1;4
12/03/2018;2 EST;305;48b;Ingoka;Thomondersia;hensii;3,3;3,3;4
12/03/2018;2 EST;305;48c;Ingoka;Thomondersia;hensii;3,3;3,3;4
12/03/2018;2 EST;305;48d;Ingoka;Thomondersia;hensii;3,3;2,6;4
12/03/2018;2 EST;305;48e;Ingoka;Thomondersia;hensii;3,3;2,8;4
12/03/2018;2 EST;305;48f;Ingoka;Thomondersia;hensii;3,3;2,4;4
12/03/2018;2 EST;305;48g;Ingoka;Thomondersia;hensii;3,3;2,3;4
12/03/2018;2 EST;305;48h;Ingoka;Thomondersia;hensii;3,3;1,4;4
12/03/2018;2 EST;305;49;Ebene;Diospyros;iturensis;4,8;5,2;4
12/03/2018;2 EST;305;50;Trichilia;Trichilia;gilgiana;5,5;6,9;4
12/03/2018;2 EST;305;51;Moungamba;Dichostemma;glaucescens;4,7;6;4
12/03/2018;2 EST;305;52;Moungamba;Dichostemma;glaucescens;3,8;2;4
12/03/2018;2 EST;305;53;Etua;Tabernaemonthana;penduliflora;3,5;6;4
12/03/2018;2 EST;305;54;Mokula;Microdesmis;puberula;3,5;2,7;4
12/03/2018;2 EST;305;55;Ebene;Diospyros;bipindensis;4,9;8,4;4
12/03/2018;2 EST;305;56a;Ingoka;Thomondersia;hensii;3;4,4;4
12/03/2018;2 EST;305;56b;Ingoka;Thomondersia;hensii;2,5;1,9;4
12/03/2018;2 EST;305;57;Ebene;Diospyros;bipindensis;3;1,1;4
12/03/2018;2 EST;305;58;Moungamba;Dichostemma;glaucescens;4;3,9;4
12/03/2018;2 EST;305;59;Ebom;Anonidium;mannii;2;1,5;4
12/03/2018;2 EST;305;60;;Viteso;ferruginea;4,7;5,3;4
12/03/2018;2 EST;305;61;Moungamba;Dichostemma;glaucescens;5,1;4,2;4
12/03/2018;2 EST;305;62;Moungamba;Dichostemma;glaucescens;4,8;4,1;4
12/03/2018;2 EST;305;63;Etua;Tabernaemonthana;penduliflora;2;2,5;4
12/03/2018;2 EST;305;64;Akak;Duboscia;viridiflora;3,6;2,8;4
12/03/2018;2 EST;305;65a;Ingoka;Thomondersia;hensii;4,8;4;4
12/03/2018;2 EST;305;65b;Ingoka;Thomondersia;hensii;4,8;2,7;4
12/03/2018;2 EST;305;65c;Ingoka;Thomondersia;hensii;4,8;2,6;4
12/03/2018;2 EST;305;66;Moungamba;Dichostemma;glaucescens;3,5;3,3;4
12/03/2018;2 EST;305;67;Etua;Tabernaemonthana;penduliflora;2,5;1,6;4
12/03/2018;2 EST;305;68;Manilkara;Manilkara;mabokeensis;3,5;8,7;4
12/03/2018;2 EST;305;69;Drypetes;Drypetes;leonensis;2;1,1;4
12/03/2018;2 EST;305;70;Moungamba;Dichostemma;glaucescens;5;4,2;4
12/03/2018;2 EST;305;71;Mosseke;Cleistanthus;caudatus;2;1;4
12/03/2018;2 EST;305;72;Essandja;Rinorea;cf welwitschii;3;2,9;4
12/03/2018;2 EST;305;73;Moungamba;Dichostemma;glaucescens;4;2,3;4
12/03/2018;2 EST;305;74;Moungamba;Dichostemma;glaucescens;4,6;3,4;4
12/03/2018;2 EST;305;75;Nom ozek;Quassia;silvestris;4,5;3,4;4
12/03/2018;2 EST;305;76;Sapelli;Entandrophargma;cylindricum;4;4,7;4
12/03/2018;2 EST;305;77;Drypetes;Drypetes;laciniata;3;2,5;4
12/03/2018;2 EST;305;78;Ilomba;Pycnanthus;angolensis;2,5;1,1;4
12/03/2018;2 EST;305;79;;Radlkofera;calodendron;3,5;2,2;4
12/03/2018;2 EST;305;80;Moungamba;Dichostemma;glaucescens;4;3,7;4
12/03/2018;2 EST;305;81;Mosseke;Cleistanthus;caudatus;4;3,4;4
12/03/2018;2 EST;305;82;Moungamba;Dichostemma;glaucescens;5,1;4,4;4
12/03/2018;2 EST;305;83;Moungamba;Dichostemma;glaucescens;5,2;5,2;4
12/03/2018;2 EST;305;84;Moungamba;Dichostemma;glaucescens;2,5;1,7;4
12/03/2018;2 EST;305;85;Moungamba;Dichostemma;glaucescens;6;5,8;4
12/03/2018;2 EST;305;86;Cola;Cola;cf griseiflora;6,2;4,5;4
12/03/2018;2 EST;305;87;Bosse fonce;Leplaea;thompsonii;4;2,7;4
12/03/2018;2 EST;305;88a;Ingoka;Thomondersia;hensii;4;3,5;4
12/03/2018;2 EST;305;88b;Ingoka;Thomondersia;hensii;4;3,2;4
12/03/2018;2 EST;305;88c;Ingoka;Thomondersia;hensii;4;3;4
12/03/2018;2 EST;305;88d;Ingoka;Thomondersia;hensii;4;2,5;4
12/03/2018;2 EST;305;88e;Ingoka;Thomondersia;hensii;4;1,5;4
12/03/2018;2 EST;305;89;Ingoka;Thomondersia;hensii;4;3,7;4
12/03/2018;2 EST;305;90;Moungamba;Dichostemma;glaucescens;4,5;2,5;4
12/03/2018;2 EST;305;91;Ingoka;Thomondersia;hensii;4,5;3,2;4
12/03/2018;2 EST;305;92;Moungamba;Dichostemma;glaucescens;4,3;2,4;4
12/03/2018;2 EST;305;93;Ingoka;Thomondersia;hensii;4;2,8;4
12/03/2018;2 EST;305;94;Essandja;Rinorea;cf welwitschii;4,5;4,1;4
12/03/2018;2 EST;305;95;Bekoa bizombo;Angylocalyx;pynaertii;4,5;4,3;4
12/03/2018;2 EST;305;96;Drypetes;Drypetes;iturensis;3,5;2,4;4
12/03/2018;2 EST;305;97;Essandja;Rinorea;cf welwitschii;4;2,8;4
12/03/2018;2 EST;305;98;Mossebe;Hunteria;ballayi;2;1;4
12/03/2018;2 EST;305;99a;Mossebe;Hunteria;ballayi;2;2,7;4
12/03/2018;2 EST;305;99b;Mossebe;Hunteria;ballayi;2,5;1,6;4
