N°;X;Y;CIRCdbh ;CIRClow;CIRChigh;H;decay;crown;hollow;date;plot;square;transect;angle;start
1;54;1,4;70;0;0;2,6;4;0;0;21/04/2018;1 Est;164;1;26,5;SO
2;87,5;2,1;277;0;0;35;4;1;0;21/04/2018;1 Est;164;1;26,5;SO
1;34;2,6;95;0;0;14;4;0;0;21/04/2018;1 Est;164;3;206,5;NE
1;56;3;0;175;123;0,55;5;0;0;21/04/2018;1 Est;164;4;116,5;NO
