N°;X;Y;CIRCdbh ;CIRClow;CIRChigh;H;decay;crown;hollow;date;plot;square;transect;angle;start
1;18;6,2;55;0;0;10,5;3;0;0;23/04/2018;2 Ouest;179;3;206,5;NE
2;29;9,6;106;0;0;4,3;5;0;0;23/04/2018;2 Ouest;179;3;206,5;NE
3;69;1,5;160,5;0;0;13;1;1;0;23/04/2018;2 Ouest;179;3;206,5;NE
4;96;91,5;93;0;0;10,5;4;0;0;23/04/2018;2 Ouest;179;3;206,5;NE
1;65,5;10;264;0;0;12,5;3;1;0;23/04/2018;2 Ouest;179;4;116,5;NO
