N°;X;Y;CIRCdbh ;CIRClow;CIRChigh;H;decay;crown;hollow;date;plot;square;transect;angle;start
1;5,5;6;96;0;0;2,3;5;0;0;09/04/2018;1 Est;165;1;26,5;SO
1;31;3;0;56;43;0,7;5;0;0;09/04/2018;1 Est;165;3;206,5;NE
2;38;4;125;0;0;29;4;1;0;09/04/2018;1 Est;165;3;206,5;NE
3;55;3;50;0;0;10;5;1;0;09/04/2018;1 Est;165;3;206,5;NE
1;21;0,5;226,5;0;0;24;1;0;0;09/04/2018;1 Est;165;4;116,5;NO
2;35;8,5;198;0;0;15;4;1;0;09/04/2018;1 Est;165;4;116,5;NO
3;61;7;141;0;0;1,5;5;0;0;09/04/2018;1 Est;165;4;116,5;NO
4;67;9;40,5;0;0;2,6;4;0;0;09/04/2018;1 Est;165;4;116,5;NO
