N°;X;Y;CIRCdbh ;CIRClow;CIRChigh;H;decay;crown;hollow;date;plot;square;transect;angle;start
1;21;6;34;0;0;5;3;0;0;07/04/2018;2 Est;326;1;26,5;SO
2;74;1,7;0;144;94;1;4;0;0;07/04/2018;2 Est;326;1;26,5;SO
1;60;8;151,5;0;0;7,3;5;0;0;07/04/2018;2 Est;326;3;206,5;NE
2;64;4;59,5;0;0;2,2;5;0;1;07/04/2018;2 Est;326;3;206,5;NE
3;75;5;118;0;0;1,95;5;0;0;07/04/2018;2 Est;326;3;206,5;NE
1;16;7;142;0;0;26;3;1;0;07/04/2018;2 Est;326;4;116,5;NO
2;87;1,5;100;0;0;11;4;0;0;07/04/2018;2 Est;326;4;116,5;NO
3;109,7;8,8;92;0;0;1,7;5;0;0;07/04/2018;2 Est;326;4;116,5;NO
