DATE;PARCELLE;CARRE;NUMERO;NOM VERNACULAIRE;GENRE;ESPECE;HAUTEUR;DBH;PLACEAU
07/04/2018;1 EST;145;1;Moungamba;Dichostemma;glaucescens;4,2;4,9;1
07/04/2018;1 EST;145;2;Moungamba;Dichostemma;glaucescens;5,6;5,8;1
07/04/2018;1 EST;145;3;Moungamba;Dichostemma;glaucescens;2,7;1,5;1
07/04/2018;1 EST;145;4a;Owe;Hexalobus;crispiflorus;3,5;2,5;1
07/04/2018;1 EST;145;4b;Owe;Hexalobus;crispiflorus;2,6;1,8;1
07/04/2018;1 EST;145;4c;Owe;Hexalobus;crispiflorus;2,6;1,4;1
07/04/2018;1 EST;145;5;Kourou;Desplatsia;subericarpa;2,7;1;1
07/04/2018;1 EST;145;6;Etua;Tabernaemonthana;penduliflora;2,5;3,2;1
07/04/2018;1 EST;145;7;Mossebe;Hunteria;ballayi;2,7;1,8;1
07/04/2018;1 EST;145;8;Assas;Macaranga;barteri;6,7;9,4;1
07/04/2018;1 EST;145;9;Moungamba;Dichostemma;glaucescens;3,6;2,5;1
07/04/2018;1 EST;145;10;Essandja mbongo;Rinorea;oblongifolia;2,5;1,4;1
07/04/2018;1 EST;145;11;Mossebe;Hunteria;ballayi;1,6;1;1
07/04/2018;1 EST;145;12;Drypetes;Drypetes;micrantha;2,5;2;1
07/04/2018;1 EST;145;13;Ebene;Diospyros;bipindensis;5;5,4;1
07/04/2018;1 EST;145;14;Motunga;Polyalthia;suaveolens;2;1;1
07/04/2018;1 EST;145;15;Garcinia;Garcinia;punctata;2,5;3,8;1
07/04/2018;1 EST;145;16;Ebene;Diospyros;bipindensis;1,9;2,1;1
07/04/2018;1 EST;145;17;Cola;Cola;urceola;2,4;1;1
07/04/2018;1 EST;145;18;Moungamba;Dichostemma;glaucescens;5,9;9,9;1
07/04/2018;1 EST;145;19;Nding;Isolana;hexaloba;4;5,4;1
07/04/2018;1 EST;145;20;Moungamba;Dichostemma;glaucescens;5,3;6;1
07/04/2018;1 EST;145;21a;Pancovia;Pancovia;laurentii;3;2;1
07/04/2018;1 EST;145;21b;Pancovia;Pancovia;laurentii;2;1,6;1
07/04/2018;1 EST;145;21c;Pancovia;Pancovia;laurentii;3;1,2;1
07/04/2018;1 EST;145;22;Essandja mbongo;Rinorea;oblongifolia;3;2,7;1
07/04/2018;1 EST;145;23;Drypetes;Drypetes;diopa;2;2,6;1
07/04/2018;1 EST;145;24;Motunga;Polyalthia;suaveolens;2,7;2,1;1
07/04/2018;1 EST;145;25;Drypetes;Drypetes;laciniata;4;3,1;1
07/04/2018;1 EST;145;26;Essandja;Rinorea;cf welwitschii;2,6;2,3;1
07/04/2018;1 EST;145;27;Pancovia;Pancovia;laurentii;3,5;1,8;1
07/04/2018;1 EST;145;28;Essandja;Rinorea;cf welwitschii;2,1;2,6;1
07/04/2018;1 EST;145;29;Essandja;Rinorea;cf welwitschii;2,2;1,4;1
07/04/2018;1 EST;145;30;Albizia;Albizia;adianthifolia;5,3;4,4;1
07/04/2018;1 EST;145;31a;Baku;Ritchiea;aprevaliana;2,6;1,5;1
07/04/2018;1 EST;145;31b;Baku;Ritchiea;aprevaliana;2,5;1,3;1
07/04/2018;1 EST;145;31c;Baku;Ritchiea;aprevaliana;2,5;1,2;1
07/04/2018;1 EST;145;32;Pancovia;Pancovia;harmsiana;2;1,4;1
07/04/2018;1 EST;145;33;Ebene;Diospyros;bipindensis;3,7;6;1
07/04/2018;1 EST;145;34;Pancovia;Pancovia;harmsiana;2,4;1,7;1
07/04/2018;1 EST;145;35;Motunga;Polyalthia;suaveolens;4,5;2,7;1
07/04/2018;1 EST;145;36;Pancovia;Pancovia;harmsiana;2,8;1,3;1
07/04/2018;1 EST;145;37;Essandja mbongo;Rinorea;oblongifolia;4,4;9,2;1
07/04/2018;1 EST;145;38;Essandja;Rinorea;cf welwitschii;3;1,7;1
07/04/2018;1 EST;145;39;Crabwood;Carapa;procera;2,6;1,6;1
07/04/2018;1 EST;145;40;Pancovia;Pancovia;pedicellaris;2,1;2,3;1
07/04/2018;1 EST;145;41;Mossebe;Hunteria;ballayi;2,5;1,6;1
07/04/2018;1 EST;145;42;Essandja;Rinorea;cf welwitschii;2,5;1,3;1
07/04/2018;1 EST;145;43;Essandja mbongo;Rinorea;oblongifolia;3;1,4;1
07/04/2018;1 EST;145;44;Owong;Dialium;pachyphyllum;2,5;1;1
07/04/2018;1 EST;145;45a;Mossebe;Hunteria;ballayi;3;1,8;1
07/04/2018;1 EST;145;45b;Mossebe;Hunteria;ballayi;3;1,5;1
07/04/2018;1 EST;145;46;Essandja;Rinorea;cf welwitschii;2,5;1,5;1
07/04/2018;1 EST;145;47;Essandja;Rinorea;cf welwitschii;2,8;2,9;1
07/04/2018;1 EST;145;48;Ingoka;Thomondersia;hensii;4,5;5,8;1
07/04/2018;1 EST;145;49;Essandja;Rinorea;cf welwitschii;2,6;1;1
07/04/2018;1 EST;145;50;Essandja;Rinorea;cf welwitschii;3,5;1,9;1
07/04/2018;1 EST;145;51;Baku;Ritchiea;aprevaliana;2,6;1,5;1
07/04/2018;1 EST;145;52;Essandja;Rinorea;cf welwitschii;4;4;1
07/04/2018;1 EST;145;53;Drypetes;Drypetes;diopa;2,7;1,4;1
07/04/2018;1 EST;145;54;Essandja mbongo;Rinorea;oblongifolia;5,2;5;1
07/04/2018;1 EST;145;55;Essandja mbongo;Rinorea;oblongifolia;5,5;5,3;1
07/04/2018;1 EST;145;56;Garcinia;Garcinia;chromocarpa;3,1;1,8;1
07/04/2018;1 EST;145;57a;Baku;Ritchiea;aprevaliana;2,5;2;1
07/04/2018;1 EST;145;57b;Baku;Ritchiea;aprevaliana;2,5;1,5;1
07/04/2018;1 EST;145;58;Moungamba;Dichostemma;glaucescens;6,7;9;1
07/04/2018;1 EST;145;59;Essandja;Rinorea;cf welwitschii;2,5;1,1;1
07/04/2018;1 EST;145;60a;Ingoka;Thomondersia;hensii;3,5;2,8;1
07/04/2018;1 EST;145;60b;Ingoka;Thomondersia;hensii;3;2,1;1
07/04/2018;1 EST;145;60c;Ingoka;Thomondersia;hensii;3;1,6;1
07/04/2018;1 EST;145;60d;Ingoka;Thomondersia;hensii;2,5;1,4;1
07/04/2018;1 EST;145;61;Essandja;Rinorea;cf welwitschii;3,5;2,5;1
07/04/2018;1 EST;145;62;Pancovia;Pancovia;harmsiana;4;4,9;1
07/04/2018;1 EST;145;63a;Essandja;Rinorea;cf welwitschii;3,6;2,2;1
07/04/2018;1 EST;145;63b;Essandja;Rinorea;cf welwitschii;3,5;1,3;1
07/04/2018;1 EST;145;64a;Essandja mbongo;Rinorea;oblongifolia;2,4;1,3;1
07/04/2018;1 EST;145;64b;Essandja;Rinorea;oblongifolia;2,5;1,3;1
07/04/2018;1 EST;145;65;Essandja;Rinorea;oblongifolia;2,9;1,5;1
07/04/2018;1 EST;145;66a;Ingoka;Thomondersia;hensii;4,8;4,5;1
07/04/2018;1 EST;145;66b;Ingoka;Thomondersia;hensii;3;1,4;1
07/04/2018;1 EST;145;66c;Ingoka;Thomondersia;hensii;2,5;1,2;1
07/04/2018;1 EST;145;67;Baku;Ritchiea;aprevaliana;3;2,1;1
07/04/2018;1 EST;145;68;Essandja;Rinorea;cf welwitschii;3,7;3,4;1
07/04/2018;1 EST;145;69;Obero;Picralima;nitida;3;2;1
07/04/2018;1 EST;145;70;Essandja;Rinorea;cf welwitschii;2,1;1;1
07/04/2018;1 EST;145;71;Mokula;Microdesmis;puberula;4;5;1
07/04/2018;1 EST;145;72;Etua;Tabernaemonthana;penduliflora;1,9;1,9;1
07/04/2018;1 EST;145;73a;Ingoka;Thomondersia;hensii;4,2;5,1;1
07/04/2018;1 EST;145;73b;Ingoka;Thomondersia;hensii;3;1,3;1
07/04/2018;1 EST;145;74;Dialium;Dialium;bipindensis;5,4;6,9;1
07/04/2018;1 EST;145;75;Homalium;Homalium;longistylum;7,8;9,3;1
07/04/2018;1 EST;145;76a;Ingoka;Thomondersia;hensii;3;4,2;1
07/04/2018;1 EST;145;76b;Ingoka;Thomondersia;hensii;2,5;3,5;1
07/04/2018;1 EST;145;77;Etua;Tabernaemonthana;crassa;3;5;1
07/04/2018;1 EST;145;78;Doussie;Afzelia;bipindensis;2,5;3,3;1
07/04/2018;1 EST;145;79;Owong;Dialium;pachyphyllum;2,1;1,6;1
