DATE;PARCELLE;CARRE;NUMERO;NOM VERNACULAIRE;GENRE;ESPECE;HAUTEUR;DBH;PLACEAU
18/04/2018;1 OUEST;94;1a;Ingoka;Thomondersia;hensii;4,5;3;3
18/04/2018;1 OUEST;94;1b;Ingoka;Thomondersia;hensii;4,2;3,8;3
18/04/2018;1 OUEST;94;2;Ingoka;Thomondersia;hensii;3,9;3,9;3
18/04/2018;1 OUEST;94;3a;Ingoka;Thomondersia;hensii;4;3,4;3
18/04/2018;1 OUEST;94;3b;Ingoka;Thomondersia;hensii;3;1,8;3
18/04/2018;1 OUEST;94;4;Scottellia;Scottellia;klaineana;3,7;1,6;3
18/04/2018;1 OUEST;94;5;Drypetes;Drypetes;occidentalis;3;1,9;3
18/04/2018;1 OUEST;94;6;Moungamba;Dichostemma;glaucescens;4,8;5,6;3
18/04/2018;1 OUEST;94;7;Drypetes;Drypetes;cinnabarina;2,4;1,4;3
18/04/2018;1 OUEST;94;8;Trichilia;Trichilia;dregeana;6;4,8;3
18/04/2018;1 OUEST;94;9;Ebene;Diospyros;bipindensis;2,6;1,2;3
18/04/2018;1 OUEST;94;10;Moungamba;Dichostemma;glaucescens;3,7;3,9;3
18/04/2018;1 OUEST;94;11;Mokula;Microdesmis;puberula;4,5;4,6;3
18/04/2018;1 OUEST;94;12;Owom;Manilkara;mabokeensis;5;4,5;3
18/04/2018;1 OUEST;94;13;Ingoka;Thomondersia;hensii;4,5;3,1;3
18/04/2018;1 OUEST;94;14;Kotibe;Nesogordonia;kabingaensis;3,8;3,4;3
18/04/2018;1 OUEST;94;15a;Assas;Macaranga;spinosa;4,5;5,5;3
18/04/2018;1 OUEST;94;15b;Assas;Macaranga;spinosa;3,5;2,4;3
18/04/2018;1 OUEST;94;15c;Assas;Macaranga;spinosa;4,5;2,3;3
18/04/2018;1 OUEST;94;16;Moungamba;Dichostemma;glaucescens;3;1,6;3
18/04/2018;1 OUEST;94;17;Mossebe;Hunteria;ballayi;3,4;2,7;3
18/04/2018;1 OUEST;94;18;Mosseke;Cleistanthus;caudatus;2,5;5,3;3
18/04/2018;1 OUEST;94;19;Mokula;Microdesmis;puberula;2,6;1,2;3
18/04/2018;1 OUEST;94;20;Moungamba;Dichostemma;glaucescens;4,7;2,7;3
18/04/2018;1 OUEST;94;21;Kotibe;Nesogordonia;kabingaensis;6,5;4,5;3
18/04/2018;1 OUEST;94;22;Mokula;Microdesmis;puberula;3;1,1;3
18/04/2018;1 OUEST;94;23;Drypetes;Drypetes;capillipes;2,7;2,1;3
18/04/2018;1 OUEST;94;24;Padouk;Pterocarpus;soyauxii;3,5;1,4;3
18/04/2018;1 OUEST;94;25a;Ingoka;Thomondersia;hensii;4,5;3,9;3
18/04/2018;1 OUEST;94;25b;Ingoka;Thomondersia;hensii;3,5;1,9;3
18/04/2018;1 OUEST;94;25c;Ingoka;Thomondersia;hensii;3;1,9;3
18/04/2018;1 OUEST;94;26a;Ingoka;Thomondersia;hensii;2;1,3;3
