N°;X;Y;CIRCdbh ;CIRClow;CIRChigh;H;decay;crown;hollow;date;plot;square;transect;angle;start
1;46;9,5;286;0;0;10;2;1;0;22/03/2018;1 Est;123;2;296,5;SE
1;94;3;150;0;0;3,5;4;0;0;22/03/2018;1 Est;123;3;206,5;NE
1;41;3,1;132,5;0;0;13,4;5;1;0;22/03/2018;1 Est;123;4;116,5;NO
2;109;10;84,5;0;0;17,2;3;0;0;22/03/2018;1 Est;123;4;116,5;NO
