DATE;PARCELLE;CARRE;NUMERO;NOM VERNACULAIRE;GENRE;ESPECE;HAUTEUR;DBH;PLACEAU
23/04/2018;2 EST;326;1;Bekoa bizombo;Angylocalyx;pynaertii;5;5,3;3
23/04/2018;2 EST;326;2;Etua;Tabernaemonthana;penduliflora;4,5;4;3
23/04/2018;2 EST;326;3;Mosseke;Cleistanthus;caudatus;8,5;8,9;3
23/04/2018;2 EST;326;4;Chytranthus;Chytranthus;macrobotrys;3,6;1,7;3
23/04/2018;2 EST;326;5;Ingoka;Thomondersia;hensii;4,5;3,2;3
23/04/2018;2 EST;326;6;Motunga;Polyalthia;suaveolens;8,2;8;3
23/04/2018;2 EST;326;7;Mosseke;Cleistanthus;caudatus;3;1,8;3
23/04/2018;2 EST;326;8;Essandja;Rinorea;cf welwitschii;2,9;2;3
23/04/2018;2 EST;326;9;Garcinia;Garcinia;smeathmannii;3,5;2,5;3
23/04/2018;2 EST;326;10;Etua;Tabernaemonthana;penduliflora;5;7,7;3
23/04/2018;2 EST;326;11;Ingoka;Thomondersia;hensii;3;1,2;3
23/04/2018;2 EST;326;12;Limbali;Gilbertiodendron;dewevrei;2,6;1,4;3
23/04/2018;2 EST;326;13;Etua;Tabernaemonthana;penduliflora;4;2,8;3
23/04/2018;2 EST;326;14;Mossebe;Hunteria;ballayi;3;1,9;3
23/04/2018;2 EST;326;15;Essandja;Rinorea;cf welwitschii;4,5;3,7;3
23/04/2018;2 EST;326;16;Ebene;Diospyros;bipindensis;4,8;4,6;3
23/04/2018;2 EST;326;17;Essandja;Rinorea;cf welwitschii;3,6;2,6;3
23/04/2018;2 EST;326;18;Essandja;Rinorea;cf welwitschii;4,7;5,5;3
23/04/2018;2 EST;326;19;Limbali;Gilbertiodendron;dewevrei;3,2;1,8;3
23/04/2018;2 EST;326;20;Essandja;Rinorea;cf welwitschii;5,5;4,9;3
23/04/2018;2 EST;326;21;Limbali;Gilbertiodendron;dewevrei;1,6;1,4;3
23/04/2018;2 EST;326;22;Baku;Ritchiea;aprevaliana;2,5;1,7;3
23/04/2018;2 EST;326;23;Baku;Ritchiea;aprevaliana;2,4;1,2;3
23/04/2018;2 EST;326;24;Baku;Ritchiea;aprevaliana;3;1,4;3
23/04/2018;2 EST;326;25;Essandja;Rinorea;cf welwitschii;5,6;4,3;3
23/04/2018;2 EST;326;26;Baku;Ritchiea;aprevaliana;2,4;1,1;3
23/04/2018;2 EST;326;27;Garcinia;Garcinia;smeathmannii;2,7;1,2;3
23/04/2018;2 EST;326;28;Garcinia;Garcinia;punctata;6,5;6,7;3
23/04/2018;2 EST;326;29;Essandja;Rinorea;cf welwitschii;3;1,6;3
23/04/2018;2 EST;326;30;Etua;Tabernaemonthana;penduliflora;5,5;6,3;3
23/04/2018;2 EST;326;31;Essandja;Rinorea;cf welwitschii;3;2,6;3
23/04/2018;2 EST;326;32;Ebene;Diospyros;iturensis;2,7;1,4;3
23/04/2018;2 EST;326;33;Mokula;Microdesmis;puberula;3;1,2;3
23/04/2018;2 EST;326;34;Cola;Cola;urceola;2,9;1,3;3
23/04/2018;2 EST;326;35;Etua;Tabernaemonthana;penduliflora;2,8;2,1;3
23/04/2018;2 EST;326;36;Drypetes;Drypetes;cinnabarina;2,5;1,1;3
23/04/2018;2 EST;326;37;Ebene;Diospyros;iturensis;3,2;1,8;3
23/04/2018;2 EST;326;38;Essandja;Rinorea;cf welwitschii;2,4;2,7;3
23/04/2018;2 EST;326;39;Etua;Tabernaemonthana;penduliflora;4;3,7;3
23/04/2018;2 EST;326;40;Mosseke;Cleistanthus;caudatus;5;4,2;3
23/04/2018;2 EST;326;41;Etua;Tabernaemonthana;penduliflora;4;4,4;3
