N°;X;Y;CIRCdbh ;CIRClow;CIRChigh;H;decay;crown;hollow;date;plot;square;transect;angle;start
1;90,6;9,5;0;0;0;8;3;0;0;02/03/2018;1 Ouest;114;1;26,5;SO
1;20;6,7;130;0;0;4;3;0;0;02/03/2018;1 Ouest;114;2;296,5;SE
2;51,7;1,7;36,5;0;0;10;2;1;0;02/03/2018;1 Ouest;114;2;296,5;SE
3;53,1;3;60;0;0;2;4;0;1;02/03/2018;1 Ouest;114;2;296,5;SE
1;22;4;150;0;0;2,5;3;0;0;02/03/2018;1 Ouest;114;3;206,5;SE
1;3,9;5,7;100;0;0;2;5;0;0;02/03/2018;1 Ouest;114;4;116,5;NO
2;20;8,8;87;0;0;2;5;0;0;02/03/2018;1 Ouest;114;4;116,5;NO
3;85;1,8;35;0;0;2,5;4;0;0;02/03/2018;1 Ouest;114;4;116,5;NO
