DATE;PARCELLE;CARRE;NUMERO;NOM VERNACULAIRE;GENRE;ESPECE;HAUTEUR;DBH;PLACEAU
25/04/2018;2 EST;285;1;Essandja;Rinorea;cf welwitschii;5,5;8;1
25/04/2018;2 EST;285;2;Drypetes;Drypetes;cinnabarina;5;4,7;1
25/04/2018;2 EST;285;3;Drypetes;Drypetes;laciniata;4,5;3;1
25/04/2018;2 EST;285;4;Mossebe;Hunteria;ballayi;2;1,7;1
25/04/2018;2 EST;285;5;Drypetes;Drypetes;sp2;4;3,3;1
25/04/2018;2 EST;285;6;Essandja;Rinorea;cf welwitschii;5;5,7;1
25/04/2018;2 EST;285;7;Essandja;Rinorea;cf welwitschii;2,6;1,3;1
25/04/2018;2 EST;285;8;Essandja;Rinorea;cf welwitschii;3,5;3,6;1
25/04/2018;2 EST;285;9;Essandja;Rinorea;cf welwitschii;3,5;3,8;1
25/04/2018;2 EST;285;10;Etua;Tabernaemothana;penduliflora;2,5;1,1;1
25/04/2018;2 EST;285;11a;Ebene;Diospyros;bipindensis;3,5;2,9;1
25/04/2018;2 EST;285;11b;Ebene;Diospyros;bipindensis;3,4;2,3;1
25/04/2018;2 EST;285;12;Mossebe;Hunteria;ballayi;2,5;1,3;1
25/04/2018;2 EST;285;13;Drypetes;Drypetes;laciniata;3,5;2,2;1
25/04/2018;2 EST;285;14;Ebene;Diospyros;bipindensis;3,4;2,6;1
25/04/2018;2 EST;285;15;Scottellia;Scottellia;klaineana;2,5;1,8;1
25/04/2018;2 EST;285;16;Baku;Ritchiea;aprevaliana;2;1,1;1
25/04/2018;2 EST;285;17;Assas;Macaranga;spinosa;4,5;4,7;1
25/04/2018;2 EST;285;18;Ebene;Diospyros;bipindensis;3;2;1
25/04/2018;2 EST;285;19;Essandja;Rinorea;cf welwitschii;2,5;1,2;1
25/04/2018;2 EST;285;20;Scottellia;Scottellia;klaineana;2,5;1;1
25/04/2018;2 EST;285;21;Ebene;Diospyros;bipindensis;2,6;1,3;1
25/04/2018;2 EST;285;22;;Tabernanthe;iboga;2,5;1,5;1
25/04/2018;2 EST;285;23;;Psydrax;palma;3,5;4,3;1
