N°;X;Y;CIRCdbh ;CIRClow;CIRChigh;H;decay;crown;hollow;date;plot;square;transect;angle;start
1;100;0,5;0;213;182;0,8;4;0;0;29/03/2018;1 Est;143;1;26,5;SO
2;105;6,4;214;0;0;13,5;3;0;0;29/03/2018;1 Est;143;1;26,5;SO
1;91,5;4,25;137,4;0;0;2,7;4;0;0;29/03/2018;1 Est;143;2;296,5;SE
1;65;5;48;0;0;3,6;1;0;0;29/03/2018;1 Est;143;3;206,5;NE
2;83;8,5;89,8;0;0;14,5;1;1;0;29/03/2018;1 Est;143;3;206,5;NE
1;51;0,4;73;0;0;2,2;5;0;1;29/03/2018;1 Est;143;4;116,5;NO
2;72;1,2;620;0;0;20,5;2;1;0;29/03/2018;1 Est;143;4;116,5;NO
