N°;X;Y;CIRCdbh ;CIRClow;CIRChigh;H;decay;crown;hollow;date;plot;square;transect;angle;start
1;7;3;0;50;20;0,44;5;0;0;06/04/2018;2 Est;284;1;26,5;SO
2;44;3,5;294,1;0;0;19;3;0;0;06/04/2018;2 Est;284;1;26,5;SO
1;85;3;398,9;0;0;9;4;0;0;06/04/2018;2 Est;284;2;296,5;SE
