N°;X;Y;CIRCdbh ;CIRClow;CIRChigh;H;decay;crown;hollow;date;plot;square;transect;angle;start
1;59;2;0;78,8;62;0,52;5;0;0;26/03/2018;2 Est;286;4;116,5;NO
2;80;0,5;66;0;0;1,73;5;0;0;26/03/2018;2 Est;286;4;116,5;NO
